municipio;ano;area_total_ha;valor_total_mil_reais;total_status;n_produtos_cultivados;hhi_area;produto_lider_valor;valor_produto_lider;area_ha_Cana e forragens;area_ha_Fibras e fumo;area_ha_Frutas;area_ha_Grãos e oleaginosas;area_ha_Hortaliças;area_ha_Perenes comerciais;area_ha_Raízes e tubérculos;uf;ano_preliminar;pct_soja_milho_area;valor_por_ha_reais
Ourilândia do Norte;2017;914,0;8992,0;informado;9,0;0,271;Cacau (em amêndoa);2957,0;0,0;0,0;217,0;152,0;0,0;420,0;125,0;PA;False;10,9;9838,0
Pacajá;2017;10466,0;65204,0;informado;18,0;0,252;Mandioca;26400,0;5,0;0,0;884,0;2903,0;0,0;4474,0;2200,0;PA;False;19,1;6230,0
Palestina do Pará;2017;905,0;10992,0;informado;4,0;0,344;Banana (cacho);9375,0;0,0;0,0;300,0;485,0;0,0;0,0;120,0;PA;False;45,9;12146,0
Paragominas;2017;139360,0;494087,0;informado;15,0;0,772;Soja (em grão);414240,0;0,0;0,0;255,0;133710,0;0,0;895,0;4500,0;PA;False;93,7;3545,0
Parauapebas;2017;9570,0;134764,0;informado;16,0;0,205;Mandioca;65620,0;0,0;0,0;2310,0;4550,0;70,0;120,0;2520,0;PA;False;38,1;14082,0
Pau D'Arco;2017;820,0;4515,0;informado;8,0;0,407;Soja (em grão);1674,0;0,0;0,0;98,0;622,0;0,0;0,0;100,0;PA;False;73,2;5506,0
Peixe-Boi;2017;1287,0;5008,0;informado;9,0;0,217;Pimenta-do-reino;1695,0;0,0;0,0;257,0;550,0;0,0;80,0;400,0;PA;False;23,3;3891,0
Piçarra;2017;4342,0;17620,0;informado;6,0;0,554;Milho (em grão);11700,0;0,0;0,0;85,0;3057,0;0,0;0,0;1200,0;PA;False;69,1;4058,0
Placas;2017;15817,0;90341,0;informado;15,0;0,415;Cacau (em amêndoa);54627,0;30,0;0,0;1981,0;2130,0;0,0;10476,0;1200,0;PA;False;10,4;5712,0
Ponta de Pedras;2017;3414,0;19717,0;informado;6,0;0,935;Açaí;19053,0;0,0;0,0;3341,0;43,0;0,0;0,0;30,0;PA;False;0,4;5775,0
Portel;2017;39187,0;908341,0;informado;6,0;0,589;Açaí;867200,0;0,0;0,0;28016,0;171,0;0,0;0,0;11000,0;PA;False;0,4;23180,0
Porto de Moz;2017;1206,0;10272,0;informado;16,0;0,186;Açaí;3060,0;15,0;0,0;451,0;310,0;0,0;30,0;400,0;PA;False;11,6;8517,0
Prainha;2017;4877,0;30830,0;informado;19,0;0,298;Mandioca;16200,0;15,0;0,0;654,0;2290,0;8,0;110,0;1800,0;PA;False;39,0;6322,0
Primavera;2017;818,0;1967,0;informado;6,0;0,329;Mandioca;800,0;0,0;0,0;70,0;323,0;0,0;25,0;400,0;PA;False;24,4;2405,0
Quatipuru;2017;279,0;728,0;informado;5,0;0,462;Mandioca;350,0;0,0;0,0;17,0;82,0;0,0;0,0;180,0;PA;False;14,3;2609,0
Redenção;2017;12850,0;48015,0;informado;10,0;0,284;Mandioca;17550,0;0,0;0,0;235,0;9615,0;0,0;0,0;3000,0;PA;False;66,2;3737,0
Rio Maria;2017;1632,0;9080,0;informado;10,0;0,208;Abacaxi;4219,0;0,0;0,0;378,0;1167,0;0,0;30,0;57,0;PA;False;53,9;5564,0
Rondon do Pará;2017;50086,0;169212,0;informado;9,0;0,919;Soja (em grão);160341,0;0,0;0,0;90,0;49370,0;26,0;0,0;600,0;PA;False;98,0;3378,0
Rurópolis;2017;11649,0;51219,0;informado;17,0;0,19;Banana (cacho);20073,0;35,0;0,0;4067,0;4295,0;0,0;2402,0;850,0;PA;False;22,3;4397,0
Salinópolis;2017;355,0;1026,0;informado;5,0;0,333;Mandioca;680,0;0,0;0,0;50,0;135,0;0,0;0,0;170,0;PA;False;28,2;2890,0
Salvaterra;2017;1240,0;13197,0;informado;5,0;0,433;Abacaxi;11000,0;0,0;0,0;600,0;600,0;0,0;0,0;40,0;PA;False;0,0;10643,0
Santa Bárbara do Pará;2017;560,0;3417,0;informado;6,0;0,277;Açaí;1568,0;0,0;0,0;240,0;120,0;0,0;0,0;200,0;PA;False;5,4;6102,0
Santa Izabel do Pará;2017;1903,0;27176,0;informado;9,0;0,363;Açaí;21813,0;0,0;0,0;1115,0;0,0;0,0;788,0;0,0;PA;False;0,0;14281,0
Santa Luzia do Pará;2017;2275,0;17925,0;informado;10,0;0,344;Mandioca;6300,0;0,0;20,0;235,0;520,0;0,0;250,0;1250,0;PA;False;13,2;7879,0
Santa Maria das Barreiras;2017;42276,0;120158,0;informado;10,0;0,429;Soja (em grão);76848,0;0,0;0,0;285,0;41201,0;0,0;0,0;790,0;PA;False;89,2;2842,0
Santa Maria do Pará;2017;9270,0;50303,0;informado;8,0;0,751;Mandioca;44800,0;0,0;0,0;130,0;665,0;0,0;475,0;8000,0;PA;False;7,0;5426,0
Santana do Araguaia;2017;100859,0;242084,0;informado;11,0;0,52;Soja (em grão);175035,0;35,0;0,0;111,0;99283,0;0,0;330,0;1100,0;PA;False;95,0;2400,0
Santarém;2017;56692,0;206004,0;informado;21,0;0,319;Mandioca;103408,0;15,0;0,0;583,0;34075,0;15,0;234,0;21770,0;PA;False;58,2;3634,0
Santarém Novo;2017;743,0;2282,0;informado;7,0;0,353;Pimenta-do-reino;960,0;0,0;0,0;58,0;260,0;0,0;25,0;400,0;PA;False;13,5;3071,0
Santo Antônio do Tauá;2017;4910,0;30693,0;informado;10,0;0,382;Dendê (cacho de coco);10962,0;0,0;0,0;1360,0;100,0;0,0;3150,0;300,0;PA;False;1,2;6251,0
São Caetano de Odivelas;2017;988,0;5200,0;informado;10,0;0,519;Mandioca;2772,0;0,0;0,0;177,0;85,0;0,0;26,0;700,0;PA;False;2,0;5263,0
São Domingos do Araguaia;2017;4965,0;23714,0;informado;8,0;0,356;Mandioca;14420,0;0,0;0,0;515,0;2120,0;0,0;30,0;2300,0;PA;False;36,3;4776,0
São Domingos do Capim;2017;10583,0;52644,0;informado;10,0;0,477;Mandioca;34560,0;0,0;0,0;595,0;500,0;0,0;2488,0;7000,0;PA;False;2,8;4974,0
São Félix do Xingu;2017;9622,0;94788,0;informado;9,0;0,257;Mandioca;28650,0;0,0;0,0;1724,0;3808,0;0,0;2600,0;1490,0;PA;False;36,3;9851,0
São Francisco do Pará;2017;5480,0;28930,0;informado;11,0;0,544;Mandioca;19800,0;0,0;0,0;365,0;600,0;0,0;515,0;4000,0;PA;False;5,5;5279,0
São Geraldo do Araguaia;2017;9430,0;61495,0;informado;8,0;0,411;Banana (cacho);38760,0;0,0;0,0;2040,0;5670,0;0,0;1020,0;700,0;PA;False;59,4;6521,0
São João da Ponta;2017;574,0;2540,0;informado;8,0;0,519;Mandioca;1280,0;0,0;0,0;25,0;36,0;0,0;113,0;400,0;PA;False;2,6;4425,0
São João de Pirabas;2017;470,0;1031,0;informado;5,0;0,579;Mandioca;919,0;0,0;0,0;10,0;110,0;0,0;0,0;350,0;PA;False;8,5;2194,0
São João do Araguaia;2017;1872,0;14082,0;informado;11,0;0,2;Mandioca;4560,0;0,0;0,0;472,0;850,0;0,0;0,0;550,0;PA;False;42,7;7522,0
São Miguel do Guamá;2017;7598,0;35707,0;informado;10,0;0,462;Mandioca;24000,0;0,0;0,0;498,0;1600,0;0,0;500,0;5000,0;PA;False;7,9;4700,0
São Sebastião da Boa Vista;2017;5070,0;24013,0;informado;2,0;0,973;Açaí;23308,0;0,0;0,0;5000,0;0,0;0,0;0,0;70,0;PA;False;0,0;4736,0
Sapucaia;2017;534,0;2423,0;informado;3,0;0,913;Milho (em grão);1853,0;0,0;0,0;10,0;510,0;0,0;0,0;14,0;PA;False;95,5;4537,0
Senador José Porfírio;2017;4109,0;23213,0;informado;13,0;0,279;Cacau (em amêndoa);9943,0;4,0;0,0;570,0;1350,0;0,0;1835,0;350,0;PA;False;24,3;5649,0
Soure;2017;125,0;115,0;informado;1,0;1,0;Coco-da-baía;115,0;0,0;0,0;125,0;0,0;0,0;0,0;0,0;PA;False;0,0;920,0
Tailândia;2017;33815,0;137882,0;informado;19,0;0,385;Dendê (cacho de coco);102228,0;0,0;0,0;553,0;12000,0;0,0;19902,0;1360,0;PA;False;32,5;4078,0
Terra Alta;2017;1134,0;6141,0;informado;11,0;0,515;Mandioca;3200,0;0,0;0,0;101,0;90,0;0,0;143,0;800,0;PA;False;5,3;5415,0
Terra Santa;2017;98,0;464,0;informado;7,0;0,528;Mandioca;295,0;4,0;0,0;14,0;10,0;0,0;0,0;70,0;PA;False;10,2;4735,0
Tomé-Açu;2017;22005,0;151616,0;informado;14,0;0,292;Pimenta-do-reino;47500,0;0,0;0,0;3625,0;810,0;0,0;16070,0;1500,0;PA;False;2,7;6890,0
Tracuateua;2017;7167,0;29356,0;informado;19,0;0,358;Mandioca;19768,0;0,0;12,0;650,0;3425,0;0,0;65,0;3015,0;PA;False;4,5;4096,0
Trairão;2017;11525,0;77839,0;informado;18,0;0,175;Mandioca;39000,0;8,0;0,0;1791,0;5000,0;1,0;1465,0;3260,0;PA;False;19,1;6754,0
Tucumã;2017;5892,0;38155,0;informado;8,0;0,576;Cacau (em amêndoa);27226,0;0,0;0,0;250,0;1222,0;0,0;4300,0;120,0;PA;False;20,4;6476,0
Tucuruí;2017;18070,0;144434,0;informado;11,0;0,21;Açaí;71576,0;0,0;0,0;6525,0;7700,0;0,0;1605,0;2240,0;PA;False;6,6;7993,0
Ulianópolis;2017;75954,0;275450,0;informado;13,0;0,451;Soja (em grão);171108,0;12000,0;0,0;150,0;63169,0;0,0;235,0;400,0;PA;False;73,8;3627,0
Uruará;2017;17525,0;120114,0;informado;17,0;0,565;Cacau (em amêndoa);88308,0;0,0;0,0;1219,0;2350,0;50,0;13081,0;825,0;PA;False;10,8;6854,0
Vigia;2017;1045,0;6282,0;informado;8,0;0,303;Mandioca;1980,0;0,0;0,0;260,0;0,0;0,0;285,0;500,0;PA;False;0,0;6011,0
Viseu;2017;14015,0;84706,0;informado;14,0;0,557;Mandioca;55870,0;0,0;220,0;1405,0;1860,0;0,0;200,0;10330,0;PA;False;6,4;6044,0
Vitória do Xingu;2017;5498,0;34199,0;informado;15,0;0,59;Cacau (em amêndoa);23026,0;6,0;0,0;493,0;395,0;0,0;4184,0;420,0;PA;False;5,5;6220,0
Xinguara;2017;2650,0;10493,0;informado;9,0;0,642;Milho (em grão);5258,0;5,0;0,0;226,0;2107,0;0,0;90,0;222,0;PA;False;79,2;3960,0
Abaetetuba;2018;24480,0;294254,0;informado;18,0;0,648;Açaí;264264,0;100,0;0,0;19975,0;220,0;0,0;2135,0;2050,0;PA;False;0,4;12020,0
Abel Figueiredo;2018;1213,0;3385,0;informado;7,0;0,363;Mandioca;1914,0;0,0;0,0;12,0;601,0;0,0;0,0;600,0;PA;False;36,7;2791,0
Acará;2018;44171,0;349332,0;informado;13,0;0,314;Mandioca;168214,0;0,0;0,0;8786,0;150,0;0,0;16020,0;19215,0;PA;False;0,1;7909,0
Afuá;2018;140,0;1099,0;informado;2,0;0,592;Banana (cacho);747,0;0,0;0,0;40,0;0,0;0,0;0,0;100,0;PA;False;0,0;7850,0
Água Azul do Norte;2018;5274,0;22211,0;informado;9,0;0,647;Milho (em grão);14112,0;0,0;0,0;130,0;4789,0;0,0;30,0;325,0;PA;False;89,1;4211,0
Alenquer;2018;14259,0;82270,0;informado;17,0;0,346;Mandioca;39848,0;20,0;0,0;2159,0;3960,0;3,0;417,0;7700,0;PA;False;21,0;5770,0
Almeirim;2018;744,0;7680,0;informado;16,0;0,129;Açaí;2458,0;8,0;0,0;316,0;150,0;0,0;90,0;180,0;PA;False;13,4;10323,0
Altamira;2018;18544,0;120584,0;informado;23,0;0,231;Cacau (em amêndoa);52660,0;30,0;0,0;3400,0;4905,0;8,0;7401,0;2800,0;PA;False;18,9;6503,0
Anajás;2018;2664,0;49131,0;informado;4,0;0,728;Açaí;43875,0;0,0;0,0;2354,0;0,0;0,0;0,0;310,0;PA;False;0,0;18443,0
Ananindeua;2018;38,0;320,0;informado;2,0;0,589;Banana (cacho);162,0;0,0;0,0;38,0;0,0;0,0;0,0;0,0;PA;False;0,0;8421,0
Anapu;2018;7609,0;66096,0;informado;18,0;0,497;Cacau (em amêndoa);52570,0;0,0;0,0;1042,0;1000,0;5,0;5322,0;240,0;PA;False;9,2;8687,0
Augusto Corrêa;2018;3340,0;9452,0;informado;15,0;0,427;Mandioca;6280,0;2,0;5,0;169,0;1110,0;0,0;50,0;2004,0;PA;False;9,0;2830,0
Aurora do Pará;2018;4567,0;40489,0;informado;12,0;0,456;Pimenta-do-reino;16200,0;0,0;0,0;399,0;428,0;0,0;740,0;3000,0;PA;False;6,3;8866,0
Aveiro;2018;2970,0;11368,0;informado;19,0;0,294;Mandioca;6000,0;12,0;0,0;432,0;622,0;0,0;404,0;1500,0;PA;False;13,5;3828,0
Bagre;2018;2328,0;47528,0;informado;4,0;0,539;Açaí;37500,0;0,0;0,0;1508,0;0,0;0,0;0,0;820,0;PA;False;0,0;20416,0
Baião;2018;2390,0;16907,0;informado;9,0;0,327;Pimenta-do-reino;12000,0;0,0;0,0;310,0;200,0;0,0;1580,0;300,0;PA;False;6,3;7074,0
Bannach;2018;169,0;907,0;informado;7,0;0,307;Mandioca;454,0;0,0;0,0;20,0;106,0;0,0;8,0;35,0;PA;False;49,1;5367,0
Barcarena;2018;11612,0;161041,0;informado;16,0;0,505;Açaí;140000,0;5,0;0,0;8477,0;360,0;0,0;1220,0;1550,0;PA;False;2,6;13868,0
Belém;2018;150,0;1375,0;informado;1,0;1,0;Açaí;1375,0;0,0;0,0;150,0;0,0;0,0;0,0;0,0;PA;False;0,0;9167,0
Belterra;2018;23322,0;66898,0;informado;17,0;0,459;Soja (em grão);41553,0;0,0;0,0;223,0;21931,0;2,0;66,0;1100,0;PA;False;91,5;2868,0
Benevides;2018;150,0;2520,0;informado;1,0;1,0;Açaí;2520,0;0,0;0,0;150,0;0,0;0,0;0,0;0,0;PA;False;0,0;16800,0
Bom Jesus do Tocantins;2018;3217,0;10064,0;informado;12,0;0,422;Açaí;3063,0;0,0;0,0;272,0;2620,0;0,0;25,0;300,0;PA;False;62,2;3128,0
Bonito;2018;9580,0;65031,0;informado;9,0;0,829;Dendê (cacho de coco);60030,0;0,0;5,0;125,0;70,0;0,0;8730,0;650,0;PA;False;0,7;6788,0
Bragança;2018;6746,0;24578,0;informado;12,0;0,575;Mandioca;20039,0;3,0;0,0;263,0;1430,0;0,0;40,0;5010,0;PA;False;13,3;3643,0
Brasil Novo;2018;7954,0;66278,0;informado;17,0;0,663;Cacau (em amêndoa);55963,0;1,0;0,0;704,0;682,0;3,0;6424,0;140,0;PA;False;8,2;8333,0
Brejo Grande do Araguaia;2018;1365,0;11120,0;informado;7,0;0,434;Banana (cacho);10080,0;0,0;0,0;585,0;720,0;0,0;0,0;60,0;PA;False;51,3;8147,0
Breu Branco;2018;1792,0;23382,0;informado;10,0;0,18;Banana (cacho);8332,0;0,0;0,0;622,0;100,0;0,0;650,0;420,0;PA;False;5,6;13048,0
Breves;2018;6532,0;155868,0;informado;5,0;0,849;Açaí;150000,0;0,0;0,0;6072,0;0,0;0,0;0,0;460,0;PA;False;0,0;23862,0
Bujaru;2018;8775,0;130185,0;informado;11,0;0,52;Açaí;109120,0;0,0;0,0;6647,0;288,0;0,0;840,0;1000,0;PA;False;1,4;14836,0
Cachoeira do Piriá;2018;3144,0;15920,0;informado;13,0;0,235;Mandioca;7935,0;0,0;100,0;539,0;1200,0;0,0;90,0;1215,0;PA;False;22,3;5064,0
Cachoeira do Arari;2018;6560,0;22570,0;informado;5,0;0,739;Arroz (em casca);12738,0;0,0;0,0;760,0;5600,0;0,0;0,0;200,0;PA;False;0,0;3441,0
Cametá;2018;35540,0;243118,0;informado;14,0;0,421;Açaí;158760,0;0,0;0,0;21118,0;570,0;0,0;6852,0;7000,0;PA;False;0,4;6841,0
Canaã dos Carajás;2018;6203,0;27512,0;informado;9,0;0,712;Milho (em grão);10738,0;0,0;0,0;609,0;5314,0;0,0;0,0;280,0;PA;False;83,8;4435,0
Capanema;2018;3876,0;20403,0;informado;11,0;0,379;Mandioca;13500,0;0,0;5,0;239,0;2302,0;0,0;80,0;1250,0;PA;False;7,7;5264,0
Capitão Poço;2018;20555,0;137584,0;informado;14,0;0,303;Laranja;78593,0;0,0;100,0;12965,0;3330,0;0,0;1060,0;3100,0;PA;False;7,3;6693,0
Castanhal;2018;7795,0;71711,0;informado;12,0;0,318;Mandioca;41500,0;0,0;0,0;1450,0;750,0;0,0;1495,0;4100,0;PA;False;4,5;9200,0
Chaves;2018;70,0;262,0;informado;1,0;1,0;Mandioca;262,0;0,0;0,0;0,0;0,0;0,0;0,0;70,0;PA;False;0,0;3743,0
Colares;2018;415,0;1676,0;informado;7,0;0,84;Mandioca;1520,0;0,0;0,0;20,0;15,0;0,0;0,0;380,0;PA;False;2,4;4039,0
Conceição do Araguaia;2018;5287,0;36508,0;informado;9,0;0,296;Abacaxi;25200,0;0,0;0,0;1565,0;3322,0;0,0;0,0;400,0;PA;False;59,4;6905,0
Concórdia do Pará;2018;25094,0;117457,0;informado;13,0;0,56;Dendê (cacho de coco);57200,0;0,0;0,0;2845,0;119,0;0,0;19530,0;2600,0;PA;False;0,2;4681,0
Cumaru do Norte;2018;22867,0;45728,0;informado;13,0;0,432;Soja (em grão);20504,0;0,0;0,0;353,0;22004,0;0,0;60,0;450,0;PA;False;92,8;2000,0
Curionópolis;2018;3300,0;9718,0;informado;6,0;0,641;Milho (em grão);3900,0;0,0;0,0;280,0;2600,0;0,0;0,0;420,0;PA;False;78,8;2945,0
Curralinho;2018;1061,0;14504,0;informado;14,0;0,308;Açaí;5777,0;3,0;0,0;342,0;3,0;0,0;303,0;410,0;PA;False;0,3;13670,0
Curuá;2018;718,0;6263,0;informado;9,0;0,402;Açaí;4851,0;0,0;0,0;525,0;133,0;0,0;0,0;60,0;PA;False;15,3;8723,0
Curuçá;2018;1513,0;15747,0;informado;13,0;0,317;Mandioca;8000,0;0,0;0,0;340,0;100,0;0,0;273,0;800,0;PA;False;5,3;10408,0
Dom Eliseu;2018;109354,0;353868,0;informado;17,0;0,662;Soja (em grão);290400,0;0,0;0,0;304,0;108100,0;0,0;350,0;600,0;PA;False;91,4;3236,0
Eldorado do Carajás;2018;3110,0;15470,0;informado;13,0;0,344;Banana (cacho);7500,0;0,0;0,0;570,0;1720,0;0,0;120,0;700,0;PA;False;51,4;4974,0
Faro;2018;302,0;1090,0;informado;9,0;0,691;Mandioca;654,0;5,0;0,0;44,0;3,0;0,0;0,0;250,0;PA;False;1,0;3609,0
Floresta do Araguaia;2018;19328,0;477624,0;informado;9,0;0,557;Abacaxi;451920,0;0,0;0,0;14245,0;4003,0;0,0;0,0;1080,0;PA;False;20,2;24712,0
Garrafão do Norte;2018;5655,0;33688,0;informado;11,0;0,195;Mandioca;10080,0;0,0;50,0;1005,0;1650,0;0,0;850,0;2100,0;PA;False;14,1;5957,0
Goianésia do Pará;2018;491,0;6223,0;informado;10,0;0,207;Pimenta-do-reino;2394,0;0,0;0,0;181,0;0,0;0,0;160,0;150,0;PA;False;0,0;12674,0
Gurupá;2018;1076,0;12209,0;informado;13,0;0,234;Açaí;7448,0;4,0;0,0;479,0;168,0;0,0;105,0;320,0;PA;False;2,8;11347,0
Igarapé-Açu;2018;9140,0;62951,0;informado;17,0;0,297;Mandioca;22500,0;25,0;0,0;1285,0;350,0;0,0;4980,0;2500,0;PA;False;2,2;6887,0
Igarapé-Miri;2018;47800,0;890660,0;informado;14,0;0,888;Açaí;880000,0;10,0;0,0;45200,0;72,0;0,0;488,0;2030,0;PA;False;0,1;18633,0
Inhangapi;2018;3983,0;29600,0;informado;13,0;0,354;Açaí;12757,0;0,0;0,0;2085,0;23,0;0,0;375,0;1500,0;PA;False;0,3;7432,0
Ipixuna do Pará;2018;8525,0;33457,0;informado;9,0;0,322;Mandioca;14350,0;0,0;0,0;35,0;2490,0;0,0;1500,0;4500,0;PA;False;18,8;3925,0
Irituia;2018;3851,0;21120,0;informado;12,0;0,227;Laranja;5616,0;0,0;60,0;867,0;695,0;0,0;1629,0;600,0;PA;False;11,7;5484,0
Itaituba;2018;5793,0;83668,0;informado;22,0;0,193;Banana (cacho);61740,0;11,0;0,0;2479,0;2075,0;5,0;208,0;1015,0;PA;False;17,3;14443,0
